id,Слово,Перевод,Тип,Курс,Урок
1460,departman,"отдел, департамент, кафедра",İSİMLER,B1,UNITE2
1461,destek,"поддержка, опора",İSİMLER,B1,UNITE2
1462,devlet,государство,İSİMLER,B1,UNITE2
1463,dikiş,"шитье, шов",İSİMLER,B1,UNITE2
1464,doğrultu,"направление, линия",İSİMLER,B1,UNITE2
1465,dolgun,"полный, пышный, упитанный",İSİMLER,B1,UNITE2
1466,dönüm noktası,"поворотный пункт, переломный момент",İSİMLER,B1,UNITE2
1467,duruş,"поза, положение, стойка",İSİMLER,B1,UNITE2
1468,düşük,"низкий, слабый, пониженный",İSİMLER,B1,UNITE2
1469,editör,редактор,İSİMLER,B1,UNITE2
1470,eksiklik,"недостаток, нехватка, изъян",İSİMLER,B1,UNITE2
1471,elverişsiz,"неподходящий, неблагоприятный, неудобный",İSİMLER,B1,UNITE2
1472,engel,"препятствие, помеха, барьер",İSİMLER,B1,UNITE2
1473,engelli,"инвалид, лицо с ограниченными возможностями",İSİMLER,B1,UNITE2
932,esnek,"гибкий, эластичный",İSİMLER,B1,UNITE2
1474,etkileyici,"впечатляющий, эффектный, трогательный",İSİMLER,B1,UNITE2
1475,etkin,"активный, действенный, эффективный",İSİMLER,B1,UNITE2
1476,farklılık,"различие, разница",İSİMLER,B1,UNITE2
1477,fırsat,"возможность, шанс",İSİMLER,B1,UNITE2
1478,firma,"фирма, компания",İSİMLER,B1,UNITE2
1479,fiziksel,"физический, телесный",İSİMLER,B1,UNITE2
1480,fizyolojik,физиологический,İSİMLER,B1,UNITE2
1481,geçici,"временный, преходящий",İSİMLER,B1,UNITE2
1258,geleneksel,традиционный,İSİMLER,B1,UNITE2
1482,gıda,"продукты питания, пища",İSİMLER,B1,UNITE2
1483,girişimci,"предприниматель, инициатор",İSİMLER,B1,UNITE2
1484,görev,"задание, должность, функция",İSİMLER,B1,UNITE2
1485,görünüm,"вид, внешний вид, обзор",İSİMLER,B1,UNITE2
1486,görünüş,"внешний вид, вид",İSİMLER,B1,UNITE2
1487,güç,"сила, мощь, энергия",İSİMLER,B1,UNITE2
1179,günlük,"дневник, ежедневный, ежедневник",İSİMLER,B1,UNITE2
63,hastalık,болезнь,İSİMLER,B1,UNITE2
1488,hedef,"цель, мишень, задача",İSİMLER,B1,UNITE2
1489,hizmet,"услуга, служба",İSİMLER,B1,UNITE2
1490,huy,"характер, нрав, привычка",İSİMLER,B1,UNITE2
1491,ikramiye,"премия, бонус, выигрыш",İSİMLER,B1,UNITE2
1492,iştah,аппетит,İSİMLER,B1,UNITE2
1493,itibar,"репутация, престиж, авторитет",İSİMLER,B1,UNITE2
1267,izin,"разрешение, позволение, отпуск",İSİMLER,B1,UNITE2
1494,katkı,"вклад, добавка, контрибуция",İSİMLER,B1,UNITE2
1495,kazanç,"доход, заработок, выигрыш",İSİMLER,B1,UNITE2
1496,kıdemli,"старший по стажу, опытный",İSİMLER,B1,UNITE2
1497,kişilik,"личность, характер, индивидуальность",İSİMLER,B1,UNITE2
1498,konteynır,контейнер,İSİMLER,B1,UNITE2
1499,korkunç,"ужасный, страшный",İSİMLER,B1,UNITE2
1500,liderlik,"лидерство, руководство",İSİMLER,B1,UNITE2
1501,maaş,"зарплата, оклад",İSİMLER,B1,UNITE2
1123,macera,"приключение, авантюра",İSİMLER,B1,UNITE2
1502,mandıracılık,"молочное животноводство, молочное хозяйство",İSİMLER,B1,UNITE2
1503,memnuniyetsiz,недовольный,İSİMLER,B1,UNITE2
1046,mesai,рабочее время,İSİMLER,B1,UNITE2
1504,metabolizma,"метаболизм, обмен веществ",İSİMLER,B1,UNITE2
1505,nakış,"вышивка, узор",İSİMLER,B1,UNITE2
1506,organizasyon,организация,İSİMLER,B1,UNITE2
1507,ortam,"среда, окружение, атмосфера",İSİMLER,B1,UNITE2
972,ödül,"награда, премия, приз",İSİMLER,B1,UNITE2
1508,öğe,"элемент, пункт",İSİMLER,B1,UNITE2
1509,örgüt,"организация, структура",İSİMLER,B1,UNITE2
1388,özellik,"особенность, свойство, характеристика",İSİMLER,B1,UNITE2
1510,özenli,"заботливый, тщательный, внимательный",İSİMLER,B1,UNITE2
1511,özgü,"свойственный, присущий, особый",İSİMLER,B1,UNITE2
1512,paralel,параллельный,İSİMLER,B1,UNITE2
1513,parlak,"яркий, блестящий, выдающийся",İSİMLER,B1,UNITE2
1514,performans,"результативность, производительность, выступление",İSİMLER,B1,UNITE2
1515,planlama,планирование,İSİMLER,B1,UNITE2
1516,püf noktası,"ключевой момент, секрет, хитрость",İSİMLER,B1,UNITE2
1517,rastgele,"случайный, произвольный",İSİMLER,B1,UNITE2
1518,rastlantı,"случай, совпадение",İSİMLER,B1,UNITE2
1519,risk,риск,İSİMLER,B1,UNITE2
1520,saklı,"скрытый, спрятанный",İSİMLER,B1,UNITE2
981,satış,"продажа, сбыт",İSİMLER,B1,UNITE2
1521,saygın,"уважаемый, авторитетный",İSİMLER,B1,UNITE2
1062,seçim,"выборы, выбор, отбор",İSİMLER,B1,UNITE2
1522,sorumlu,"ответственный, отвечающий за что-либо",İSİMLER,B1,UNITE2
1523,sürekli,"непрерывный, постоянный",İSİMLER,B1,UNITE2
1524,şart,"условие, требование",İSİMLER,B1,UNITE2
1525,şikâyetçi,"жалобщик, недовольный",İSİMLER,B1,UNITE2
1526,tanıdık,"знакомый, знакомый",İSİMLER,B1,UNITE2
1527,tanım,"определение, описание",İSİMLER,B1,UNITE2
1528,toptancı,"оптовый торговец, оптовик",İSİMLER,B1,UNITE2
1529,tarz,"стиль, манера, способ",İSİMLER,B1,UNITE2
1530,tehlike,"опасность, риск",İSİMLER,B1,UNITE2
1398,temel,"основа, фундамент, базовый",İSİMLER,B1,UNITE2
1531,tempo,"темп, ритм, скорость",İSİMLER,B1,UNITE2
1532,usul,"метод, способ, порядок",İSİMLER,B1,UNITE2
1533,ücra,"отдаленный, глухой",İSİMLER,B1,UNITE2
1534,ümit,надежда,İSİMLER,B1,UNITE2
1535,verimsiz,"неэффективный, непродуктивный",İSİMLER,B1,UNITE2
846,yağ,"жир, масло",İSİMLER,B1,UNITE2
1536,yaradılış,"природа, натура, характер",İSİMLER,B1,UNITE2
1537,yaşayış,"образ жизни, быт, проживание",İSİMLER,B1,UNITE2
1538,yenik,"побежденный, проигравший",İSİMLER,B1,UNITE2
1539,yenilikçi,"инновационный, новаторский",İSİMLER,B1,UNITE2
1540,yetenek,"способность, талант, умение",İSİMLER,B1,UNITE2
1541,yetişkin,"взрослый, совершеннолетний",İSİMLER,B1,UNITE2
627,zafer,"победа, триумф",İSİMLER,B1,UNITE2
1542,zahmetli,"трудный, хлопотный, обременительный",İSİMLER,B1,UNITE2
628,zorluk,"трудность, сложность",İSİMLER,B1,UNITE2
1543,akıldan geçirmek,"подумать, промелькнуть в мыслях",FİİLLER,B1,UNITE2
1544,aklına getirmek,"вспоминать, приходить на ум, напоминать",FİİLLER,B1,UNITE2
1545,aksamak,"хромать, нарушаться, заходить (о солнце)",FİİLLER,B1,UNITE2
1546,anımsamak,"вспоминать, припоминать",FİİLLER,B1,UNITE2
1084,artmak,"увеличиваться, возрастать, расти",FİİLLER,B1,UNITE2
1547,aşmak,"преодолевать, превышать, переходить",FİİLLER,B1,UNITE2
1548,bahsetmek,"упоминать, рассказывать",FİİLLER,B1,UNITE2
1549,belirlemek,"определять, устанавливать",FİİLLER,B1,UNITE2
1550,bocalamak,"колебаться, метаться, барахтаться",FİİLLER,B1,UNITE2
1551,cesaret etmek,"осмеливаться, решаться, отваживаться",FİİLLER,B1,UNITE2
1416,değerlendirmek,"оценивать, рассматривать, использовать",FİİLLER,B1,UNITE2
1552,depolamak,"хранить, запасать, складировать",FİİLLER,B1,UNITE2
1553,dokunmak,"трогать, касаться, задевать",FİİLLER,B1,UNITE2
1554,dönüşmek,"превращаться, преобразовываться",FİİLLER,B1,UNITE2
1555,eleştirmek,"критиковать, осуждать",FİİLLER,B1,UNITE2
1556,geliştirmek,"развивать, совершенствовать, улучшать",FİİLLER,B1,UNITE2
1557,gerektirmek,"требовать, нуждаться",FİİLLER,B1,UNITE2
1558,görevlendirmek,"назначать, поручать, делегировать",FİİLLER,B1,UNITE2
1559,gütmek,"пасти, гнать, преследовать",FİİLLER,B1,UNITE2
1319,güvenmek,"доверять, полагаться",FİİLLER,B1,UNITE2
1560,ilgi çekmek,"привлекать внимание, интересовать",FİİLLER,B1,UNITE2
1561,imza atmak,"подписывать(ся), ставить подпись",FİİLLER,B1,UNITE2
1001,incelemek,"изучать, исследовать",FİİLLER,B1,UNITE2
1562,izin vermek,"разрешать, позволять",FİİLLER,B1,UNITE2
1563,kaçınmak,"избегать, уклоняться",FİİLLER,B1,UNITE2
1564,kanıtlamak,"доказывать, подтверждать",FİİLLER,B1,UNITE2
1565,kaptırmak,"отдавать, увлекаться, лишаться",FİİLLER,B1,UNITE2
1566,kırılmak,"ломаться, разбиваться, обижаться",FİİLLER,B1,UNITE2
1567,kurmak,"устанавливать, создавать, строить",FİİLLER,B1,UNITE2
1568,kurtarmak,"спасать, освобождать, выручать",FİİLLER,B1,UNITE2
1569,motive etmek,"мотивировать, побуждать, вдохновлять",FİİLLER,B1,UNITE2
1570,paylaşmak,"делиться, разделять, совместно использовать",FİİLLER,B1,UNITE2
1571,rica etmek,"просить, умолять",FİİLLER,B1,UNITE2
1572,sağlamak,"обеспечивать, предоставлять, гарантировать",FİİLLER,B1,UNITE2
1573,saymak,"считать, уважать, признавать",FİİLLER,B1,UNITE2
1574,sıyrılmak,"срываться, соскальзывать, ускользать",FİİLLER,B1,UNITE2
1575,söz tutmak,"держать слово, слушаться, сдерживать обещание",FİİLLER,B1,UNITE2
1576,şikayet etmek,"жаловаться, выражать недовольство",FİİLLER,B1,UNITE2
896,tamamlamak,"завершать, заканчивать",FİİLLER,B1,UNITE2
1577,tanımlamak,"определять, описывать, характеризовать",FİİLLER,B1,UNITE2
1578,tüketmek,"потреблять, расходовать, тратить",FİİLLER,B1,UNITE2
1579,ulaşmak,"достигать, добираться, поступать",FİİLLER,B1,UNITE2
1580,uzaklaşmak,"удаляться, отдаляться",FİİLLER,B1,UNITE2
1581,uzamak,"простираться, удлиняться, продолжаться",FİİLLER,B1,UNITE2
1582,yaratmak,"создавать, творить",FİİLLER,B1,UNITE2
1583,yenilemek,"обновлять, возобновлять, повторять",FİİLLER,B1,UNITE2
1584,yıpratmak,"изнашивать, истощать",FİİLLER,B1,UNITE2
1585,yol açmak,"открывать путь, приводить, вызывать",FİİLLER,B1,UNITE2
1586,yönetmek,"управлять, руководить, вести",FİİLLER,B1,UNITE2
1587,yönlendirmek,"направлять, ориентировать, инструктировать",FİİLLER,B1,UNITE2
1588,yüceltmek,"возвеличивать, прославлять, превозносить",FİİLLER,B1,UNITE2
1589,yükseltmek,"повышать, поднимать, усиливать",FİİLLER,B1,UNITE2
1590,zorlamak,"заставлять, принуждать, напрягать",FİİLLER,B1,UNITE2
1591,zorlaştırmak,"усложнять, затруднять",FİİLLER,B1,UNITE2
1592,adalet,"справедливость, правосудие",İSİMLER,B1,UNITE3
1006,ahşap,"деревянный, из дерева",İSİMLER,B1,UNITE3
1593,akılcı,"рациональный, разумный",İSİMLER,B1,UNITE3
1594,akik,агат,İSİMLER,B1,UNITE3
1595,akuamarin,аквамарин,İSİMLER,B1,UNITE3
1596,ametist,аметист,İSİMLER,B1,UNITE3
1597,antrenman,"тренировка, упражнение",İSİMLER,B1,UNITE3
1598,arkeoloji,археология,İSİMLER,B1,UNITE3
1599,aytaşı,лунный камень,İSİMLER,B1,UNITE3
1600,baca,"дымоход, труба, вентиляционное отверстие",İSİMLER,B1,UNITE3
1601,bağlam,"контекст, связь, структура",İSİMLER,B1,UNITE3
1602,bahane,"повод, предлог, отговорка",İSİMLER,B1,UNITE3
1603,başkan,"председатель, президент, глава",İSİMLER,B1,UNITE3
1604,bereket,"изобилие, плодородие, благодать",İSİMLER,B1,UNITE3
1605,berrak,"прозрачный, чистый, ясный",İSİMLER,B1,UNITE3
1606,biçim,"форма, вид, способ",İSİMLER,B1,UNITE3
1607,bileşim,"состав, соединение, комбинация",İSİMLER,B1,UNITE3
1608,biyokimya,биохимия,İSİMLER,B1,UNITE3
1609,boyut,"размер, измерение, аспект",İSİMLER,B1,UNITE3
1610,böbrek,почка,İSİMLER,B1,UNITE3
1611,cesaret,"смелость, отвага",İSİMLER,B1,UNITE3
1017,çadır,"палатка, шатер",İSİMLER,B1,UNITE3
1612,çukur,"яма, впадина, углубление",İSİMLER,B1,UNITE3
1613,çuvaldız,"цыганская игла, сапожное шило",İSİMLER,B1,UNITE3
1614,çürük,"гнилой, испорченный, кариес",İSİMLER,B1,UNITE3
1615,dal,"ветка, ветвь, отрасль",İSİMLER,B1,UNITE3
1616,dalak,селезенка,İSİMLER,B1,UNITE3
740,damar,"жила, вена, сосуд",İSİMLER,B1,UNITE3
1617,davetli,"приглашенный, гость",İSİMLER,B1,UNITE3
1618,denizci,"моряк, матрос",İSİMLER,B1,UNITE3
1619,dinç,"бодрый, крепкий, здоровый",İSİMLER,B1,UNITE3
1620,diyetisyen,"диетолог, диетврач",İSİMLER,B1,UNITE3
1621,doçent,доцент,İSİMLER,B1,UNITE3
1622,doğurganlık,"плодородие, фертильность",İSİMLER,B1,UNITE3
1623,dönem,"период, срок, эпоха",İSİMLER,B1,UNITE3
43,düğün,свадьба,İSİMLER,B1,UNITE3
1624,düşkün,"нуждающийся, слабый, пристрастившийся",İSİMLER,B1,UNITE3
1625,düzensizlik,"беспорядок, нерегулярность",İSİMLER,B1,UNITE3
1626,empati,"эмпатия, сопереживание",İSİMLER,B1,UNITE3
1627,federasyon,"федерация, союз",İSİMLER,B1,UNITE3
1628,felç,"паралич, инсульт, парез",İSİMLER,B1,UNITE3
1629,gelin,невеста,İSİMLER,B1,UNITE3
1630,gen,ген,İSİMLER,B1,UNITE3
1631,genetik,"генетический, генетика",İSİMLER,B1,UNITE3
1632,gerekçe,"основание, причина, довод",İSİMLER,B1,UNITE3
1633,gergin,"напряженный, натянутый, нервный",İSİMLER,B1,UNITE3
1634,görüş,"мнение, взгляд, встреча",İSİMLER,B1,UNITE3
1635,hamilelik,беременность,İSİMLER,B1,UNITE3
1636,hamur,"тесто, паста",İSİMLER,B1,UNITE3
1637,hatmi,"алтей, хатьма",İSİMLER,B1,UNITE3
1638,hormon,гормон,İSİMLER,B1,UNITE3
1639,hücre,клетка,İSİMLER,B1,UNITE3
1640,ıssız,"безлюдный, пустынный",İSİMLER,B1,UNITE3
1641,ilerleme,"прогресс, продвижение",İSİMLER,B1,UNITE3
942,ilginç,"интересный, любопытный",İSİMLER,B1,UNITE3
1642,iyimserlik,оптимизм,İSİMLER,B1,UNITE3
1643,kalite,качество,İSİMLER,B1,UNITE3
1644,kaplıca,"термальный источник, курорт с горячими источниками",İSİMLER,B1,UNITE3
1645,karaciğer,печень,İSİMLER,B1,UNITE3
1646,karanfil,"гвоздика (цветок), гвоздика (пряность)",İSİMLER,B1,UNITE3
1647,karbonhidrat,углевод,İSİMLER,B1,UNITE3
1648,kas,"мышца, мускул",İSİMLER,B1,UNITE3
1649,keçe,"войлок, фетр",İSİMLER,B1,UNITE3
1650,keyif,"удовольствие, наслаждение, настроение",İSİMLER,B1,UNITE3
778,kısım,"часть, раздел",İSİMLER,B1,UNITE3
1651,kısırlık,"бесплодие, стерильность",İSİMLER,B1,UNITE3
1652,kibir,"гордость, высокомерие",İSİMLER,B1,UNITE3
951,kolesterol,холестерин,İSİMLER,B1,UNITE3
1653,komite,"комитет, комиссия",İSİMLER,B1,UNITE3
1654,konferans,"конференция, лекция",İSİMLER,B1,UNITE3
1655,konsantrasyon,"концентрация, сосредоточенность",İSİMLER,B1,UNITE3
1656,kraliyet,"королевский, королевская власть",İSİMLER,B1,UNITE3
1657,kramp,"судорога, спазм",İSİMLER,B1,UNITE3
956,kristal,кристалл,İSİMLER,B1,UNITE3
1658,kulübe,"хижина, лачуга",İSİMLER,B1,UNITE3
1659,kuşkusuz,"несомненно, безусловно",İSİMLER,B1,UNITE3
1660,kuvars,кварц,İSİMLER,B1,UNITE3
1661,lif,"волокно, клетчатка",İSİMLER,B1,UNITE3
1662,lohusa,"роженица, женщина в послеродовом периоде",İSİMLER,B1,UNITE3
1663,mantık,"логика, здравый смысл",İSİMLER,B1,UNITE3
1664,mecburiyet,"обязательство, необходимость",İSİMLER,B1,UNITE3
1665,metin,"текст, твердый, прочный",İSİMLER,B1,UNITE3
1666,mineral,минерал,İSİMLER,B1,UNITE3
1667,molekül,молекула,İSİMLER,B1,UNITE3
1668,nalın,"деревянные сандалии, подкова",İSİMLER,B1,UNITE3
1669,nazar,"сглаз, дурной глаз",İSİMLER,B1,UNITE3
1670,nüfus,население,İSİMLER,B1,UNITE3
1671,obezite,"ожирение, тучность",İSİMLER,B1,UNITE3
1672,obur,"обжора, прожорливый",İSİMLER,B1,UNITE3
601,odun,дрова,İSİMLER,B1,UNITE3
971,okyanus,океан,İSİMLER,B1,UNITE3
1673,oran,"соотношение, процент, ставка",İSİMLER,B1,UNITE3
1674,ortalama,"средний, в среднем",İSİMLER,B1,UNITE3
1675,oyun,"игра, спектакль, матч",İSİMLER,B1,UNITE3
1676,öğün,"прием пищи, трапеза",İSİMLER,B1,UNITE3
806,öneri,"предложение, рекомендация, совет",İSİMLER,B1,UNITE3
1677,özgün,"оригинальный, уникальный, самобытный",İSİMLER,B1,UNITE3
1678,özgüven,уверенность в себе,İSİMLER,B1,UNITE3
1679,peştamal,"полотенце, набедренная повязка, передник",İSİMLER,B1,UNITE3
1680,pıhtı,"сгусток, тромб",İSİMLER,B1,UNITE3
1681,pişmanlık,"сожаление, раскаяние",İSİMLER,B1,UNITE3
1682,prensip,"принцип, правило",İSİMLER,B1,UNITE3
974,protein,"белок, протеин",İSİMLER,B1,UNITE3
1683,radyasyon,"радиация, излучение",İSİMLER,B1,UNITE3
1684,rakam,"цифра, число",İSİMLER,B1,UNITE3
690,rapor,"отчет, доклад",İSİMLER,B1,UNITE3
691,reçete,"рецепт, предписание",İSİMLER,B1,UNITE3
1685,rehber,"гид, проводник, руководство",İSİMLER,B1,UNITE3
1686,rekor,рекорд,İSİMLER,B1,UNITE3
1687,röportaj,"интервью, репортаж",İSİMLER,B1,UNITE3
1688,sayesinde,"благодаря, благодаря чему",İSİMLER,B1,UNITE3
1689,sezgi,"интуиция, догадка",İSİMLER,B1,UNITE3
1690,sıkıntı,"затруднение, беспокойство, тоска",İSİMLER,B1,UNITE3
144,sıra,"очередь, ряд, порядок",İSİMLER,B1,UNITE3
823,sıvı,"жидкость, жидкий",İSİMLER,B1,UNITE3
1691,soba,"печь, буржуйка",İSİMLER,B1,UNITE3
1692,süreç,процесс,İSİMLER,B1,UNITE3
1693,sürme,"сурьма, подводка (для глаз), мазь",İSİMLER,B1,UNITE3
1694,şaşırtıcı,"удивительный, поразительный",İSİMLER,B1,UNITE3
1695,şefkat,"сострадание, нежность, милосердие",İSİMLER,B1,UNITE3
1696,şifa,"исцеление, лекарство",İSİMLER,B1,UNITE3
697,şikâyet,"жалоба, претензия",İSİMLER,B1,UNITE3
1697,şömine,камин,İSİMLER,B1,UNITE3
1698,tansiyon,"давление, напряжение",İSİMLER,B1,UNITE3
1699,tarçın,корица,İSİMLER,B1,UNITE3
1700,tasarruf,"экономия, сбережения",İSİMLER,B1,UNITE3
838,tavsiye,"совет, рекомендация",İSİMLER,B1,UNITE3
1701,tedavi,"лечение, терапия",İSİMLER,B1,UNITE3
1702,tedbir,"мера предосторожности, предосторожность",İSİMLER,B1,UNITE3
1703,tere,"кресс-салат, клоповник",İSİMLER,B1,UNITE3
1704,tıp,медицина,İSİMLER,B1,UNITE3
1705,tiroit bezleri,щитовидная железа,İSİMLER,B1,UNITE3
1706,toplum,"общество, коллектив",İSİMLER,B1,UNITE3
1707,tutanak,"протокол, запись, акт",İSİMLER,B1,UNITE3
1708,tutsak,"пленник, заключенный",İSİMLER,B1,UNITE3
1709,tüccar,"торговец, купец",İSİMLER,B1,UNITE3
1710,uğraş,"занятие, труд, старание",İSİMLER,B1,UNITE3
1711,uğur,"счастье, удача, талисман",İSİMLER,B1,UNITE3
1712,uzman,"специалист, эксперт",İSİMLER,B1,UNITE3
1713,virüs,вирус,İSİMLER,B1,UNITE3
702,vücut,тело,İSİMLER,B1,UNITE3
1714,yaratıcılık,"творчество, креативность",İSİMLER,B1,UNITE3
850,yaşam,"жизнь, существование",İSİMLER,B1,UNITE3
1715,yaşantı,"жизнь, быт, проживание",İSİMLER,B1,UNITE3
1300,yaygın,"распространенный, широкий, общепринятый",İSİMLER,B1,UNITE3
1716,yayınevi,издательство,İSİMLER,B1,UNITE3
1717,yeşim,нефрит,İSİMLER,B1,UNITE3
1718,zencefil,имбирь,İSİMLER,B1,UNITE3
1719,artırmak,"увеличивать, повышать, усиливать",FİİLLER,B1,UNITE3
1221,batmak,"тонуть, заходить (о солнце), погружаться",FİİLLER,B1,UNITE3
1720,benimsemek,"принимать, усваивать, одобрять",FİİLLER,B1,UNITE3
1721,berraklaştırmak,"прояснять, очищать",FİİLLER,B1,UNITE3
429,beslenmek,"питаться, кормиться",FİİLLER,B1,UNITE3
863,çırpmak,"взбивать, махать, колотить",FİİLLER,B1,UNITE3
1722,etki etmek,"влиять, воздействовать, действовать",FİİLLER,B1,UNITE3
1723,gerçekleşmek,"осуществляться, происходить, сбываться",FİİLLER,B1,UNITE3
1724,görev almak,"принимать на себя обязанности, браться за задачу",FİİLLER,B1,UNITE3
1725,hedeflemek,"ставить цель, нацеливаться, планировать",FİİLLER,B1,UNITE3
1094,ikna etmek,"убеждать, уговаривать",FİİLLER,B1,UNITE3
1726,istifa etmek,"увольняться, подавать в отставку, уходить с должности",FİİLLER,B1,UNITE3
1727,izne çıkmak,"уходить в отпуск, уходить в отгул",FİİLLER,B1,UNITE3
1728,kabullenmek,"принимать, признавать, соглашаться",FİİLLER,B1,UNITE3
642,katılmak,"участвовать, присоединяться, вступать",FİİLLER,B1,UNITE3
1729,katmak,"добавлять, примешивать, включать",FİİLLER,B1,UNITE3
1730,kavuşmak,"воссоединяться, достигать, встречаться",FİİLLER,B1,UNITE3
1003,keşfetmek,"открывать, обнаруживать",FİİLLER,B1,UNITE3
644,kutlamak,"праздновать, поздравлять",FİİLLER,B1,UNITE3
1731,netleşmek,"проясняться, становиться ясным, определяться",FİİLLER,B1,UNITE3
1732,not etmek,"записывать, отмечать, конспектировать",FİİLLER,B1,UNITE3
1733,odaklanmak,"концентрироваться, сосредотачиваться",FİİLLER,B1,UNITE3
1734,ovmak,"тереть, массировать, растирать",FİİLLER,B1,UNITE3
1735,pıhtılaşmak,"свертываться, коагулировать, сгущаться",FİİLLER,B1,UNITE3
892,saklamak,"прятать, хранить",FİİLLER,B1,UNITE3
1736,saklanmak,"прятаться, скрываться",FİİLLER,B1,UNITE3
1737,şifayı kapmak,"заболеть, подхватить болезнь",FİİLLER,B1,UNITE3
1738,tazelemek,"освежать, обновлять, повторять",FİİLLER,B1,UNITE3
1739,uyarlamak,"адаптировать, приспосабливать, переделывать",FİİLLER,B1,UNITE3
1740,yaramak,"приносить пользу, годиться, подходить",FİİLLER,B1,UNITE3
1741,yedeklemek,"резервировать, создавать резервную копию, дублировать",FİİLLER,B1,UNITE3
1742,yitirmek,"терять, утрачивать, лишаться",FİİLLER,B1,UNITE3
1743,yitmek,"теряться, пропадать, исчезать",FİİLLER,B1,UNITE3
1744,yüreklendirmek,"ободрять, поощрять, вдохновлять",FİİLLER,B1,UNITE3
1745,açıklığa kavuşmak,"проясняться, выясняться",KALIP İFADELER,B1,UNITE3
1746,ayakta kalmak,"держаться, выстоять, оставаться на ногах",KALIP İFADELER,B1,UNITE3
1747,can pazarı,"схватка за жизнь, смертельная опасность",KALIP İFADELER,B1,UNITE3
1748,dizini dövmek,"жалететь, сожалеть, бить себя по коленям (от досады)",KALIP İFADELER,B1,UNITE3
1749,enine boyuna,"вдоль и поперек, всесторонне, основательно",KALIP İFADELER,B1,UNITE3
1750,güzellik salonu,салон красоты,KALIP İFADELER,B1,UNITE3
1751,kabuklu yemiş,орехи (в скорлупе),KALIP İFADELER,B1,UNITE3
1752,kafa karışıklığı,"путаница, неразбериха в голове",KALIP İFADELER,B1,UNITE3
1753,katkı maddesi,"пищевая добавка, добавка",KALIP İFADELER,B1,UNITE3
1754,keyfine varmak,"наслаждаться, получать удовольствие",KALIP İFADELER,B1,UNITE3
1755,keyfini çıkarmak,"наслаждаться, получать удовольствие",KALIP İFADELER,B1,UNITE3
1756,masaya yatırmak,"всесторонне обсуждать, детально изучать",KALIP İFADELER,B1,UNITE3
1757,yaşam koçu,"коуч по жизни, лайф-коуч",KALIP İFADELER,B1,UNITE3
1758,algı,"восприятие, осознание",İSİMLER,B1,UNITE4
1759,anadili,"родной язык, материнский язык",İSİMLER,B1,UNITE4
1760,analiz,"анализ, разбор",İSİMLER,B1,UNITE4
1761,ayakta,"стоя, на ногах",İSİMLER,B1,UNITE4
1762,bağlılık,"преданность, верность, зависимость",İSİMLER,B1,UNITE4
1763,belirgin,"отчетливый, явный, заметный",İSİMLER,B1,UNITE4
1764,çağ,"эпоха, век, возраст",İSİMLER,B1,UNITE4
1765,çizelge,"график, диаграмма, таблица",İSİMLER,B1,UNITE4
1766,dağarcık,"запас слов, словарный запас, репертуар",İSİMLER,B1,UNITE4
1767,dağcılık,альпинизм,İSİMLER,B1,UNITE4
1768,denge,"равновесие, баланс, устойчивость",İSİMLER,B1,UNITE4
1769,dolayısıyla,"следовательно, поэтому, в связи с этим",İSİMLER,B1,UNITE4
1770,dönemeç,"поворот, изгиб, переломный момент",İSİMLER,B1,UNITE4
1771,gerçekçi,"реалистичный, реальный",İSİMLER,B1,UNITE4
1772,hâkim,"судья, судья, господствующий",İSİMLER,B1,UNITE4
1773,harita,карта,İSİMLER,B1,UNITE4
1774,işe yarar,"полезный, годный",İSİMLER,B1,UNITE4
1375,işlem,"операция, процесс, сделка",İSİMLER,B1,UNITE4
1775,işlev,"функция, действие, роль",İSİMLER,B1,UNITE4
1776,jest,"жест, знак внимания",İSİMLER,B1,UNITE4
1268,karar,"решение, приговор, твердость",İSİMLER,B1,UNITE4
1495,kazanç,"доход, заработок, выигрыш",İSİMLER,B1,UNITE4
1777,koordinasyon,"координация, согласованность",İSİMLER,B1,UNITE4
1778,mekanizma,механизм,İSİMLER,B1,UNITE4
1779,mesafe,"расстояние, дистанция",İSİMLER,B1,UNITE4
1780,mimik,"мимика, выражение лица",İSİMLER,B1,UNITE4
1781,monte,"собранный, смонтированный, установленный",İSİMLER,B1,UNITE4
1782,mümkün,возможный,İSİMLER,B1,UNITE4
1783,ölçüm,"измерение, замер",İSİMLER,B1,UNITE4
1784,ölçüt,"критерий, стандарт, мерило",İSİMLER,B1,UNITE4
1785,platform,"платформа, помост",İSİMLER,B1,UNITE4
1786,potansiyel,"потенциал, потенциальный, возможность",İSİMLER,B1,UNITE4
1787,siyaset,политика,İSİMLER,B1,UNITE4
1788,somut,"конкретный, осязаемый",İSİMLER,B1,UNITE4
1789,soyut,абстрактный,İSİMLER,B1,UNITE4
1790,strateji,"стратегия, план",İSİMLER,B1,UNITE4
1791,süngerli,"губчатый, пористый",İSİMLER,B1,UNITE4
1792,tablo,"картина, таблица, состояние",İSİMLER,B1,UNITE4
1793,tekerleme,"скороговорка, считалка, стишок",İSİMLER,B1,UNITE4
1794,telaffuz,произношение,İSİMLER,B1,UNITE4
1795,ustalık,"мастерство, искусство",İSİMLER,B1,UNITE4
1796,uyumlu,"гармоничный, совместимый",İSİMLER,B1,UNITE4
1797,uzay,"космос, пространство",İSİMLER,B1,UNITE4
