id,Слово,Перевод,Тип,Курс,Урок
2044,cifra,"цифра, число",İSİMLER,A2,UNIDAD4
2045,exposición,выставка; изложение,İSİMLER,A2,UNIDAD6
2046,solamente,только,ZARFLAR,A2,UNIDAD7
2047,conversación,разговор,İSİMLER,A2,UNIDAD8
2048,mensaje,сообщение,İSİMLER,A2,UNIDAD1
2049,generar,"порождать, генерировать",FİİLLER,A2,UNIDAD3
2050,imposible,невозможный,SIFATLAR,A2,UNIDAD5
2051,revista,журнал,İSİMLER,A2,UNIDAD7
2052,chico,"мальчик, парень",İSİMLER,A2,UNIDAD8
2053,asimismo,"также, равным образом",ZARFLAR,A2,UNIDAD9
2054,judicial,судебный,SIFATLAR,A2,UNIDAD10
2055,valer,"стоить, годиться",FİİLLER,A2,UNIDAD1
2056,pieza,"часть, пьеса",İSİMLER,A2,UNIDAD3
2057,discurso,"речь, дискурс",İSİMLER,A2,UNIDAD4
2058,constitución,конституция,İSİMLER,A2,UNIDAD5
2059,década,десятилетие,İSİMLER,A2,UNIDAD6
2060,retirar,"отзывать, убирать",FİİLLER,A2,UNIDAD7
2061,incorporar,"включать, присоединять",FİİLLER,A2,UNIDAD9
2062,peligro,опасность,İSİMLER,A2,UNIDAD10
2063,alcalde,мэр,İSİMLER,A2,UNIDAD1
2064,alimento,"пища, продукт",İSİMLER,A2,UNIDAD2
2065,oro,золото,İSİMLER,A2,UNIDAD4
2066,mandar,"посылать, приказывать",FİİLLER,A2,UNIDAD5
2067,lenguaje,"язык, речь",İSİMLER,A2,UNIDAD7
2068,convencer,убеждать,FİİLLER,A2,UNIDAD8
2069,víctima,жертва,İSİMLER,A2,UNIDAD9
2070,empresario,предприниматель,İSİMLER,A2,UNIDAD10
2071,similar,похожий,SIFATLAR,A2,UNIDAD2
2072,intervención,вмешательство,İSİMLER,A2,UNIDAD4
2073,listo,готовый; умный,İSİMLER,A2,UNIDAD6
2074,gestión,"управление, менеджмент",İSİMLER,A2,UNIDAD7
2075,gasto,расход,İSİMLER,A2,UNIDAD8
2076,territorio,территория,İSİMLER,A2,UNIDAD2
2077,emplear,"нанимать, применять",FİİLLER,A2,UNIDAD3
2078,marco,"рамка, рамки",İSİMLER,A2,UNIDAD4
2079,jornada,"рабочий день, день",İSİMLER,A2,UNIDAD5
2080,a la que,"которой, к которой",EDATLAR / BAĞLAÇLAR,A2,UNIDAD6
2081,ambiente,"обстановка, среда",İSİMLER,A2,UNIDAD8
2082,presupuesto,"бюджет, смета",İSİMLER,A2,UNIDAD9
2083,comprobar,"проверять, устанавливать",FİİLLER,A2,UNIDAD10
2084,tradicional,традиционный,SIFATLAR,A2,UNIDAD1
2085,vehículo,"транспорт, средство",İSİMLER,A2,UNIDAD2
2086,atender,"обслуживать, уделять внимание",FİİLLER,A2,UNIDAD3
2087,red,сеть,İSİMLER,A2,UNIDAD4
2088,exponer,"излагать, выставлять",FİİLLER,A2,UNIDAD5
2089,pobre,бедный,SIFATLAR,A2,UNIDAD7
2090,pleno,"полный, пленарный",SIFATLAR,A2,UNIDAD8
2091,hoja,лист,İSİMLER,A2,UNIDAD10
2092,piel,кожа,İSİMLER,A2,UNIDAD2
2093,partir,отправляться; делить,FİİLLER,A2,UNIDAD3
2094,no obstante,тем не менее,ZARFLAR,A2,UNIDAD4
2095,individuo,"индивид, человек",İSİMLER,A2,UNIDAD5
2096,reciente,недавний,SIFATLAR,A2,UNIDAD6
2097,alma,душа,İSİMLER,A2,UNIDAD8
2098,concreto,конкретный,SIFATLAR,A2,UNIDAD9
2099,abierto,открытый,SIFATLAR,A2,UNIDAD1
2100,jamás,никогда,ZARFLAR,A2,UNIDAD4
2101,procedimiento,процедура,İSİMLER,A2,UNIDAD5
2102,espíritu,дух,İSİMLER,A2,UNIDAD7
2103,positivo,положительный,SIFATLAR,A2,UNIDAD10
2104,extraño,"странный, чужой",SIFATLAR,A2,UNIDAD2
2105,gusto,вкус,İSİMLER,A2,UNIDAD4
2106,sorprender,удивлять,FİİLLER,A2,UNIDAD6
2107,flor,цветок,İSİMLER,A2,UNIDAD9
2108,causar,"вызывать, причинять",FİİLLER,A2,UNIDAD10
2109,avanzar,продвигаться,FİİLLER,A2,UNIDAD1
2110,armado,вооружённый,SIFATLAR,A2,UNIDAD2
2111,masa,"масса, тесто",İSİMLER,A2,UNIDAD3
2112,viento,ветер,İSİMLER,A2,UNIDAD4
2113,alrededor,вокруг,ZARFLAR,A2,UNIDAD6
2114,familiar,"семейный, знакомый",SIFATLAR,A2,UNIDAD9
2115,reacción,реакция,İSİMLER,A2,UNIDAD10
2116,conservar,сохранять,FİİLLER,A2,UNIDAD1
2117,oficina,"офис, контора",İSİMLER,A2,UNIDAD4
2118,alumno,"ученик, студент",İSİMLER,A2,UNIDAD5
2119,propósito,"цель, намерение",İSİMLER,A2,UNIDAD6
2120,comité,комитет,İSİMLER,A2,UNIDAD7
2121,palacio,дворец,İSİMLER,A2,UNIDAD8
2122,nota,"заметка, оценка, нота",İSİMLER,A2,UNIDAD9
2123,versión,версия,İSİMLER,A2,UNIDAD10
2124,referencia,"ссылка, упоминание",İSİMLER,A2,UNIDAD1
2125,disposición,"расположение, готовность",İSİMLER,A2,UNIDAD5
2126,escaso,"скудный, редкий",SIFATLAR,A2,UNIDAD6
2127,junta,"совет, хунта",İSİMLER,A2,UNIDAD7
2128,ejercer,"осуществлять, исполнять",FİİLLER,A2,UNIDAD9
2129,correspondiente,соответствующий,SIFATLAR,A2,UNIDAD10
2130,coincidir,совпадать,FİİLLER,A2,UNIDAD1
2131,religioso,религиозный,SIFATLAR,A2,UNIDAD2
2132,peor,"худший, хуже",SIFATLAR,A2,UNIDAD3
2133,guardia,"охрана, гвардия",İSİMLER,A2,UNIDAD4
2134,preciso,"точный, необходимый",SIFATLAR,A2,UNIDAD5
2135,respecto a,относительно,EDATLAR / BAĞLAÇLAR,A2,UNIDAD6
2136,influencia,влияние,İSİMLER,A2,UNIDAD7
2137,despertar,"будить, просыпаться",FİİLLER,A2,UNIDAD8
2138,limitar,ограничивать,FİİLLER,A2,UNIDAD9
2139,sombra,тень,İSİMLER,A2,UNIDAD10
2140,extranjero,иностранный,SIFATLAR,A2,UNIDAD1
2141,temperatura,температура,İSİMLER,A2,UNIDAD2
2142,rodear,окружать,FİİLLER,A2,UNIDAD3
2143,pared,стена,İSİMLER,A2,UNIDAD4
2144,instalar,устанавливать,FİİLLER,A2,UNIDAD5
2145,intervenir,"вмешиваться, оперировать",FİİLLER,A2,UNIDAD6
2146,contribuir,вносить вклад,FİİLLER,A2,UNIDAD8
2147,puro,"чистый, чистейший",SIFATLAR,A2,UNIDAD9
2148,identificar,"опознавать, отождествлять",FİİLLER,A2,UNIDAD10
2149,tirar,"бросать, тянуть",FİİLLER,A2,UNIDAD1
2150,labor,"труд, работа",İSİMLER,A2,UNIDAD3
2151,argentina,Аргентина,İSİMLER,A2,UNIDAD4
2152,implicar,"подразумевать, вовлекать",FİİLLER,A2,UNIDAD5
2153,cadena,"цепь, сеть",İSİMLER,A2,UNIDAD7
2154,unión,"союз, объединение",İSİMLER,A2,UNIDAD8
2155,visión,"видение, зрение",İSİMLER,A2,UNIDAD9
2156,conferencia,"конференция, лекция",İSİMLER,A2,UNIDAD1
2157,urbano,городской,SIFATLAR,A2,UNIDAD2
2158,detrás,сзади,ZARFLAR,A2,UNIDAD3
2159,verano,лето,İSİMLER,A2,UNIDAD4
2160,representación,"представление, представительство",İSİMLER,A2,UNIDAD5
2161,superficie,поверхность,İSİMLER,A2,UNIDAD6
2162,selección,"отбор, сборная",İSİMLER,A2,UNIDAD7
2163,ventana,окно,İSİMLER,A2,UNIDAD9
2164,prestar,давать взаймы; оказывать,FİİLLER,A2,UNIDAD1
2165,componer,"составлять, сочинять",FİİLLER,A2,UNIDAD2
2166,poeta,поэт,İSİMLER,A2,UNIDAD4
2167,temporada,сезон,İSİMLER,A2,UNIDAD5
2168,caballo,лошадь,İSİMLER,A2,UNIDAD7
2169,ataque,"атака, приступ",İSİMLER,A2,UNIDAD8
2170,kilómetro,километр,İSİMLER,A2,UNIDAD10
2171,colegio,"школа, колледж",İSİMLER,A2,UNIDAD2
2172,jurídico,юридический,SIFATLAR,A2,UNIDAD4
2173,fase,"фаза, этап",İSİMLER,A2,UNIDAD5
2174,conducta,поведение,İSİMLER,A2,UNIDAD8
2175,soldado,солдат,İSİMLER,A2,UNIDAD10
2176,frase,"фраза, предложение",İSİMLER,A2,UNIDAD2
2177,compromiso,"обязательство, компромисс",İSİMLER,A2,UNIDAD4
2178,diálogo,диалог,İSİMLER,A2,UNIDAD5
2179,realmente,действительно,ZARFLAR,A2,UNIDAD6
2180,sensación,"ощущение, сенсация",İSİMLER,A2,UNIDAD8
2181,acceso,доступ,İSİMLER,A2,UNIDAD2
2182,facilitar,"облегчать, предоставлять",FİİLLER,A2,UNIDAD3
2183,regional,региональный,SIFATLAR,A2,UNIDAD6
2184,árbol,дерево,İSİMLER,A2,UNIDAD8
2185,frecuencia,частота,İSİMLER,A2,UNIDAD9
2186,crédito,кредит,İSİMLER,A2,UNIDAD2
2187,bastar,"хватать, быть достаточным",FİİLLER,A2,UNIDAD3
2188,muestra,"образец, выставка",İSİMLER,A2,UNIDAD4
2189,droga,"наркотик, лекарство",İSİMLER,A2,UNIDAD8
2190,parlamento,парламент,İSİMLER,A2,UNIDAD9
2191,transporte,транспорт,İSİMLER,A2,UNIDAD10
2192,os,"вас, вам (энклитика, мн.)",ZAMİRLER,A2,UNIDAD1
2193,delito,преступление,İSİMLER,A2,UNIDAD4
2194,merecer,заслуживать,FİİLLER,A2,UNIDAD5
2195,específico,"конкретный, специфический",SIFATLAR,A2,UNIDAD6
2196,transformar,преобразовывать,FİİLLER,A2,UNIDAD7
2197,victoria,победа,İSİMLER,A2,UNIDAD8
2198,instante,мгновение,İSİMLER,A2,UNIDAD10
2199,triunfo,"триумф, победа",İSİMLER,A2,UNIDAD1
2200,ritmo,ритм,İSİMLER,A2,UNIDAD2
2201,proceder,происходить; приступать,FİİLLER,A2,UNIDAD3
2202,directamente,напрямую,ZARFLAR,A2,UNIDAD4
2203,tono,тон,İSİMLER,A2,UNIDAD5
2204,ámbito,"сфера, область",İSİMLER,A2,UNIDAD6
2205,intento,попытка,İSİMLER,A2,UNIDAD7
2206,legal,законный,SIFATLAR,A2,UNIDAD8
2207,vivienda,жильё,İSİMLER,A2,UNIDAD1
2208,par,пара,İSİMLER,A2,UNIDAD2
2209,revelar,"раскрывать, проявлять",FİİLLER,A2,UNIDAD3
2210,perro,собака,İSİMLER,A2,UNIDAD7
2211,salvar,спасать,FİİLLER,A2,UNIDAD9
2212,apuntar,"указывать, записывать",FİİLLER,A2,UNIDAD10
2213,tender,иметь тенденцию; протягивать,FİİLLER,A2,UNIDAD1
2214,sumar,"складывать, составлять",FİİLLER,A2,UNIDAD2
2215,debate,"дебаты, обсуждение",İSİMLER,A2,UNIDAD3
2216,mecanismo,механизм,İSİMLER,A2,UNIDAD4
2217,instalación,"установка, сооружение",İSİMLER,A2,UNIDAD5
2218,destinar,предназначать,FİİLLER,A2,UNIDAD6
2219,iniciativa,инициатива,İSİMLER,A2,UNIDAD7
2220,frío,холодный,SIFATLAR,A2,UNIDAD8
2221,sujeto,"субъект, подлежащее",İSİMLER,A2,UNIDAD9
2222,gracia,милость; острота; gracia de,İSİMLER,A2,UNIDAD10
2223,plano,"план, плоскость",İSİMLER,A2,UNIDAD1
2224,pago,платёж,İSİMLER,A2,UNIDAD2
2225,toro,бык,İSİMLER,A2,UNIDAD3
2226,comienzo,начало,İSİMLER,A2,UNIDAD6
2227,tecnología,технология,İSİMLER,A2,UNIDAD8
2228,casar,женить(ся),FİİLLER,A2,UNIDAD9
2229,deudo,родственник (умершего),İSİMLER,A2,UNIDAD10
2230,carretero,погонщик; дорожный,İSİMLER,A2,UNIDAD1
2231,acerca de,"о, относительно",EDATLAR / BAĞLAÇLAR,A2,UNIDAD2
2232,evolución,"эволюция, развитие",İSİMLER,A2,UNIDAD3
2233,la,определённый артикль (ж.р.),İSİMLER,A2,UNIDAD5
2234,caja,"коробка, касса",İSİMLER,A2,UNIDAD6
2235,trasladar,"перемещать, переводить",FİİLLER,A2,UNIDAD9
2236,totalmente,полностью,ZARFLAR,A2,UNIDAD10
2237,raíz,корень,İSİMLER,A2,UNIDAD1
2238,generación,поколение,İSİMLER,A2,UNIDAD2
2239,calificar,"оценивать, квалифицировать",FİİLLER,A2,UNIDAD3
2240,cubano,кубинский,SIFATLAR,A2,UNIDAD4
2241,interpretar,"толковать, исполнять",FİİLLER,A2,UNIDAD5
2242,notar,замечать,FİİLLER,A2,UNIDAD7
2243,reflejar,отражать,FİİLLER,A2,UNIDAD8
2244,eléctrico,электрический,SIFATLAR,A2,UNIDAD1
2245,en torno a,"вокруг, около",EDATLAR / BAĞLAÇLAR,A2,UNIDAD2
2246,elaborar,"разрабатывать, готовить",FİİLLER,A2,UNIDAD3
2247,edición,издание,İSİMLER,A2,UNIDAD4
2248,audiencia,"аудитория, слушание",İSİMLER,A2,UNIDAD9
2249,agencia,агентство,İSİMLER,A2,UNIDAD10
2250,previo,предварительный,SIFATLAR,A2,UNIDAD1
2251,breve,краткий,SIFATLAR,A2,UNIDAD3
2252,asamblea,"собрание, ассамблея",İSİMLER,A2,UNIDAD4
2253,cometer,совершать (проступок),FİİLLER,A2,UNIDAD5
2254,recorrer,"проезжать, обходить",FİİLLER,A2,UNIDAD7
2255,presidencia,"президентство, председательство",İSİMLER,A2,UNIDAD10
2256,costa,"берег, побережье",İSİMLER,A2,UNIDAD3
2257,volumen,"объём, том",İSİMLER,A2,UNIDAD5
2258,vencer,"побеждать, истекать (срок)",FİİLLER,A2,UNIDAD6
2259,protección,защита,İSİMLER,A2,UNIDAD7
2260,calor,"жара, тепло",İSİMLER,A2,UNIDAD8
2261,doble,двойной,SIFATLAR,A2,UNIDAD9
2262,estrella,звезда,İSİMLER,A2,UNIDAD10
2263,laboral,трудовой,SIFATLAR,A2,UNIDAD2
2264,tasa,"ставка, тариф",İSİMLER,A2,UNIDAD3
2265,americano,американский,SIFATLAR,A2,UNIDAD4
2266,cobrar,"взимать, получать (деньги)",FİİLLER,A2,UNIDAD8
2267,estimar,"оценивать, считать",FİİLLER,A2,UNIDAD9
2268,externo,внешний,SIFATLAR,A2,UNIDAD1
2269,amar,любить,FİİLLER,A2,UNIDAD2
2270,oferta,предложение (оферта),İSİMLER,A2,UNIDAD3
2271,emitir,"выпускать, передавать",FİİLLER,A2,UNIDAD4
2272,simplemente,просто,ZARFLAR,A2,UNIDAD5
2273,clave,"ключ, код",İSİMLER,A2,UNIDAD6
2274,sonar,звучать,FİİLLER,A2,UNIDAD7
2275,avión,самолёт,İSİMLER,A2,UNIDAD9
2276,feliz,счастливый,SIFATLAR,A2,UNIDAD10
2277,escapar,"сбежать, избежать",FİİLLER,A2,UNIDAD1
2278,gobernador,губернатор,İSİMLER,A2,UNIDAD3
2279,aportar,"вносить, давать",FİİLLER,A2,UNIDAD5
2280,proporcionar,предоставлять,FİİLLER,A2,UNIDAD6
2281,artístico,художественный,SIFATLAR,A2,UNIDAD7
2282,clásico,классический,SIFATLAR,A2,UNIDAD10
2283,rato,"время, промежуток",İSİMLER,A2,UNIDAD1
2284,italia,Италия,İSİMLER,A2,UNIDAD4
2285,sonido,звук,İSİMLER,A2,UNIDAD5
2286,federal,федеральный,SIFATLAR,A2,UNIDAD6
2287,eliminar,"устранять, удалять",FİİLLER,A2,UNIDAD9
2288,aparato,"аппарат, прибор",İSİMLER,A2,UNIDAD1
2289,ejecutivo,руководитель; исполнительная власть,İSİMLER,A2,UNIDAD3
2290,cercano,близкий,SIFATLAR,A2,UNIDAD4
2291,convocar,"созывать, вызывать",FİİLLER,A2,UNIDAD5
2292,si bien,хотя,EDATLAR / BAĞLAÇLAR,A2,UNIDAD6
2293,junto,"вместе, рядом",SIFATLAR,A2,UNIDAD7
2294,lector,читатель,İSİMLER,A2,UNIDAD8
2295,copa,"кубок, бокал",İSİMLER,A2,UNIDAD10
2296,cárcel,тюрьма,İSİMLER,A2,UNIDAD1
2297,permanente,постоянный,SIFATLAR,A2,UNIDAD3
2298,sexual,"сексуальный, половой",SIFATLAR,A2,UNIDAD4
2299,opción,"вариант, опция",İSİMLER,A2,UNIDAD6
2300,velocidad,скорость,İSİMLER,A2,UNIDAD7
2301,figurar,"фигурировать, изображать",FİİLLER,A2,UNIDAD8
2302,mamá,мама,İSİMLER,A2,UNIDAD9
2303,gol,гол,İSİMLER,A2,UNIDAD10
2304,literatura,литература,İSİMLER,A2,UNIDAD1
2305,frente al,"перед, напротив",EDATLAR / BAĞLAÇLAR,A2,UNIDAD2
2306,respeto,уважение,İSİMLER,A2,UNIDAD4
2307,ausencia,отсутствие,İSİMLER,A2,UNIDAD5
2308,alemania,Германия,İSİMLER,A2,UNIDAD6
2309,posterior,"последующий, задний",SIFATLAR,A2,UNIDAD10
2310,habitante,житель,İSİMLER,A2,UNIDAD1
2311,órgano,орган,İSİMLER,A2,UNIDAD2
2312,independiente,независимый,SIFATLAR,A2,UNIDAD3
2313,comportamiento,поведение,İSİMLER,A2,UNIDAD4
2314,interesante,интересный,SIFATLAR,A2,UNIDAD5
2315,signo,знак,İSİMLER,A2,UNIDAD6
2316,actualidad,"современность, новости",İSİMLER,A2,UNIDAD7
2317,firma,"подпись, фирма",İSİMLER,A2,UNIDAD8
2318,puerto,порт,İSİMLER,A2,UNIDAD9
2319,cuidado,"забота, осторожность",İSİMLER,A2,UNIDAD10
2320,tamaño,размер,İSİMLER,A2,UNIDAD1
2321,espectáculo,"зрелище, спектакль",İSİMLER,A2,UNIDAD2
2322,división,"деление, дивизия",İSİMLER,A2,UNIDAD3
2323,musical,музыкальный,SIFATLAR,A2,UNIDAD4
2324,preocupación,беспокойство,İSİMLER,A2,UNIDAD6
2325,discutir,"обсуждать, спорить",FİİLLER,A2,UNIDAD7
2326,habitual,"привычный, обычный",SIFATLAR,A2,UNIDAD8
2327,muerto,"покойник, мёртвый",İSİMLER,A2,UNIDAD9
2328,comunicar,сообщать,FİİLLER,A2,UNIDAD10
2329,accidente,несчастный случай,İSİMLER,A2,UNIDAD1
2330,constitucional,конституционный,SIFATLAR,A2,UNIDAD3
2331,otorgar,"предоставлять, жаловать",FİİLLER,A2,UNIDAD4
2332,modificar,изменять,FİİLLER,A2,UNIDAD5
2333,impresión,впечатление; печать,İSİMLER,A2,UNIDAD7
2334,fórmula,формула,İSİMLER,A2,UNIDAD8
2335,banda,"группа, лента, банда",İSİMLER,A2,UNIDAD9
2336,convenir,"подходить, договариваться",FİİLLER,A2,UNIDAD10
2337,inferior,"нижний, низший",SIFATLAR,A2,UNIDAD1
2338,enseñanza,"обучение, преподавание",İSİMLER,A2,UNIDAD2
2339,deportivo,спортивный,SIFATLAR,A2,UNIDAD4
2340,quizás,возможно,ZARFLAR,A2,UNIDAD5
2341,delante,"спереди, впереди",ZARFLAR,A2,UNIDAD6
2342,británico,британский,SIFATLAR,A2,UNIDAD7
2343,categoría,категория,İSİMLER,A2,UNIDAD8
2344,fiscal,прокурор,İSİMLER,A2,UNIDAD10
2345,femenino,женский,SIFATLAR,A2,UNIDAD1
2346,mil,тысяча,İSİMLER,A2,UNIDAD2
2347,conclusión,"вывод, заключение",İSİMLER,A2,UNIDAD3
2348,prácticamente,практически,ZARFLAR,A2,UNIDAD6
2349,género,"род, жанр",İSİMLER,A2,UNIDAD9
2350,príncipe,"принц, князь",İSİMLER,A2,UNIDAD1
2351,distinguir,"различать, отличать",FİİLLER,A2,UNIDAD2
2352,dominar,"господствовать, владеть",FİİLLER,A2,UNIDAD3
2353,bolsa,сумка; биржа,İSİMLER,A2,UNIDAD5
2354,sustituir,заменять,FİİLLER,A2,UNIDAD6
2355,nombrar,"назначать, называть",FİİLLER,A2,UNIDAD7
2356,estatal,государственный,SIFATLAR,A2,UNIDAD9
2357,durar,длиться,FİİLLER,A2,UNIDAD10
2358,recién,только что,ZARFLAR,A2,UNIDAD1
2359,intenso,"интенсивный, сильный",SIFATLAR,A2,UNIDAD2
2360,individual,индивидуальный,SIFATLAR,A2,UNIDAD4
2361,misión,миссия,İSİMLER,A2,UNIDAD5
2362,catalán,каталонский,SIFATLAR,A2,UNIDAD6
2363,elevado,"высокий, возвышенный",SIFATLAR,A2,UNIDAD7
2364,presentación,"презентация, представление",İSİMLER,A2,UNIDAD8
2365,pronunciar,произносить,FİİLLER,A2,UNIDAD9
2366,portavoz,"представитель, спикер",İSİMLER,A2,UNIDAD10
2367,moral,моральный,SIFATLAR,A2,UNIDAD1
2368,enemigo,враг,İSİMLER,A2,UNIDAD3
2369,explicación,объяснение,İSİMLER,A2,UNIDAD4
2370,luchar,бороться,FİİLLER,A2,UNIDAD7
2371,frecuente,частый,SIFATLAR,A2,UNIDAD10
2372,por supuesto,конечно,ZARFLAR,A2,UNIDAD1
2373,colectivo,коллективный,SIFATLAR,A2,UNIDAD2
2374,seco,сухой,SIFATLAR,A2,UNIDAD3
2375,disminuir,уменьшать,FİİLLER,A2,UNIDAD4
2376,condenar,"осуждать, приговаривать",FİİLLER,A2,UNIDAD5
2377,lluvia,дождь,İSİMLER,A2,UNIDAD6
2378,precisar,"уточнять, нуждаться",FİİLLER,A2,UNIDAD7
2379,entero,целый,SIFATLAR,A2,UNIDAD9
2380,hacienda,казначейство; усадьба,İSİMLER,A2,UNIDAD10
2381,frontera,граница,İSİMLER,A2,UNIDAD2
2382,incremento,прирост,İSİMLER,A2,UNIDAD3
2383,margen,"край, маржа, поле",İSİMLER,A2,UNIDAD4
2384,relativo,относительный,SIFATLAR,A2,UNIDAD5
2385,justificar,"оправдывать, обосновывать",FİİLLER,A2,UNIDAD6
2386,por lo menos,по крайней мере,ZARFLAR,A2,UNIDAD7
2387,venezuela,Венесуэла,İSİMLER,A2,UNIDAD8
2388,dueño,"хозяин, владелец",İSİMLER,A2,UNIDAD9
2389,grito,крик,İSİMLER,A2,UNIDAD10
2390,percibir,"воспринимать, получать",FİİLLER,A2,UNIDAD2
2391,canal,канал,İSİMLER,A2,UNIDAD4
2392,manejar,"управлять, обращаться",FİİLLER,A2,UNIDAD5
2393,vasco,баскский,SIFATLAR,A2,UNIDAD6
2394,regla,"правило, линейка",İSİMLER,A2,UNIDAD7
2395,corriente,"течение, ток",İSİMLER,A2,UNIDAD9
2396,extremo,"край, конец",İSİMLER,A2,UNIDAD10
2397,dimensión,"измерение, масштаб",İSİMLER,B1,UNIDAD1
2398,marchar,"идти, уходить",FİİLLER,B1,UNIDAD3
2399,daño,"вред, ущерб",İSİMLER,B1,UNIDAD4
2400,activo,активный,SIFATLAR,B1,UNIDAD6
2401,destruir,разрушать,FİİLLER,B1,UNIDAD12
2402,tratado,"договор, трактат",İSİMLER,B1,UNIDAD3
2403,atravesar,пересекать,FİİLLER,B1,UNIDAD4
2404,semejante,подобный,SIFATLAR,B1,UNIDAD5
2405,señal,"сигнал, знак",İSİMLER,B1,UNIDAD6
2406,distribución,распределение,İSİMLER,B1,UNIDAD7
2407,aparición,появление,İSİMLER,B1,UNIDAD9
2408,federación,федерация,İSİMLER,B1,UNIDAD11
2409,máquina,"машина, механизм",İSİMLER,B1,UNIDAD1
2410,carga,"груз, нагрузка",İSİMLER,B1,UNIDAD2
2411,negativo,отрицательный,SIFATLAR,B1,UNIDAD3
2412,elevar,"поднимать, повышать",FİİLLER,B1,UNIDAD4
2413,amenazar,угрожать,FİİLLER,B1,UNIDAD5
2414,sede,"штаб-квартира, резиденция",İSİMLER,B1,UNIDAD8
2415,sencillo,простой,SIFATLAR,B1,UNIDAD9
2416,alianza,"союз, альянс",İSİMLER,B1,UNIDAD10
2417,caracterizar,характеризовать,FİİLLER,B1,UNIDAD1
2418,acontecimiento,событие,İSİMLER,B1,UNIDAD4
2419,temor,страх,İSİMLER,B1,UNIDAD6
2420,pecho,грудь,İSİMLER,B1,UNIDAD8
2421,pintor,художник,İSİMLER,B1,UNIDAD9
2422,llegada,прибытие,İSİMLER,B1,UNIDAD10
2423,ruido,шум,İSİMLER,B1,UNIDAD11
2424,enterar,"узнавать, извещать",FİİLLER,B1,UNIDAD12
2425,liga,"лига, связь",İSİMLER,B1,UNIDAD1
2426,resolución,"резолюция, разрешение",İSİMLER,B1,UNIDAD3
2427,hermoso,красивый,SIFATLAR,B1,UNIDAD4
2428,esconder,прятать,FİİLLER,B1,UNIDAD5
2429,operar,"оперировать, действовать",FİİLLER,B1,UNIDAD8
2430,literario,литературный,SIFATLAR,B1,UNIDAD10
2431,extraordinario,"чрезвычайный, необычный",SIFATLAR,B1,UNIDAD11
2432,matrimonio,"брак, супружество",İSİMLER,B1,UNIDAD1
2433,debajo,"внизу, под",ZARFLAR,B1,UNIDAD3
2434,supremo,верховный,SIFATLAR,B1,UNIDAD4
2435,interpretación,"толкование, исполнение",İSİMLER,B1,UNIDAD5
2436,alternativa,альтернатива,İSİMLER,B1,UNIDAD6
2437,ubicar,"располагать, находить",FİİLLER,B1,UNIDAD7
2438,atribuir,приписывать,FİİLLER,B1,UNIDAD9
2439,célula,клетка,İSİMLER,B1,UNIDAD10
2440,junto con,вместе с,EDATLAR / BAĞLAÇLAR,B1,UNIDAD11
2441,complejo,сложный,SIFATLAR,B1,UNIDAD12
2442,esencial,существенный,SIFATLAR,B1,UNIDAD1
2443,anual,годовой,SIFATLAR,B1,UNIDAD2
2444,obligación,"обязанность, обязательство",İSİMLER,B1,UNIDAD3
2445,inicial,начальный,SIFATLAR,B1,UNIDAD5
2446,devolver,возвращать,FİİLLER,B1,UNIDAD6
2447,investigar,"расследовать, исследовать",FİİLLER,B1,UNIDAD7
2448,constante,постоянный,SIFATLAR,B1,UNIDAD8
2449,bello,прекрасный,SIFATLAR,B1,UNIDAD9
2450,doce,двенадцать,İSİMLER,B1,UNIDAD10
2451,revolucionario,революционный,SIFATLAR,B1,UNIDAD11
2452,perfecto,совершенный,SIFATLAR,B1,UNIDAD1
2453,testigo,свидетель,İSİMLER,B1,UNIDAD2
2454,fe,вера,İSİMLER,B1,UNIDAD4
2455,atrever,осмеливаться,FİİLLER,B1,UNIDAD5
2456,probablemente,вероятно,ZARFLAR,B1,UNIDAD6
2457,sección,"раздел, секция",İSİMLER,B1,UNIDAD8
2458,disco,"диск, пластинка",İSİMLER,B1,UNIDAD9
2459,labio,губа,İSİMLER,B1,UNIDAD10
2460,decreto,"указ, декрет",İSİMLER,B1,UNIDAD11
2461,favorecer,"способствовать, благоприятствовать",FİİLLER,B1,UNIDAD12
2462,administrativo,административный,SIFATLAR,B1,UNIDAD1
2463,dividir,делить,FİİLLER,B1,UNIDAD4
2464,pegar,"клеить, бить",FİİLLER,B1,UNIDAD5
2465,reclamar,"требовать, жаловаться",FİİLLER,B1,UNIDAD6
2466,encargar,"поручать, заказывать",FİİLLER,B1,UNIDAD7
2467,herido,раненый,İSİMLER,B1,UNIDAD8
2468,occidental,западный,SIFATLAR,B1,UNIDAD9
2469,capitán,капитан,İSİMLER,B1,UNIDAD10
2470,posteriormente,впоследствии,ZARFLAR,B1,UNIDAD11
2471,funcionamiento,"функционирование, работа",İSİMLER,B1,UNIDAD1
2472,brasil,Бразилия,İSİMLER,B1,UNIDAD3
2473,igualmente,равным образом,ZARFLAR,B1,UNIDAD5
2474,registro,"реестр, запись",İSİMLER,B1,UNIDAD6
2475,buenos aires,Буэнос-Айрес,İSİMLER,B1,UNIDAD7
2476,peligroso,опасный,SIFATLAR,B1,UNIDAD8
2477,pacto,"пакт, соглашение",İSİMLER,B1,UNIDAD9
2478,saltar,прыгать,FİİLLER,B1,UNIDAD10
2479,secreto,"секрет, тайна",İSİMLER,B1,UNIDAD11
